Weight,Height
67.06292382432797,176.08635470037433
68.80409404055906,178.38866853397775
60.93086316752808,170.28449576512674
59.73384301263917,168.69199180312273
65.43123003070372,173.7636790317747
61.577160332549624,168.0917512363048
63.34186626427547,170.64251602924492
61.04164336121978,170.09668165680276
62.63362334719166,171.8629715737515
53.4078596166848,162.756843114429
62.93820030525223,168.71007855359954
68.55485709616576,176.4737467967919
65.16304259531378,171.17658203536783
53.44601710597588,162.91516701320765
60.65937348586088,170.6476590778724
59.1765543543734,169.19080975295822
67.16384091157683,176.33706853049466
60.62703390449537,169.8481191146251
53.96476394988538,162.49055420493335
60.35999202109157,169.89078752485602
59.856871023856,168.85468537336587
68.02783467584325,177.07516059627648
64.5916004593126,170.0628382745213
53.55139340605489,162.25694858653677
60.447029023355284,170.00817841842982
54.83092473050485,163.76973667420708
69.30872116335155,177.11158492563393
62.73255209100623,169.10528593090274
54.18683143331165,164.03403131402146
62.62977223054439,167.66272215140384
64.4420149294644,169.69123425650596
64.51477256770788,169.34934976116304
68.86502846321999,177.48946836000187
63.88109246801314,170.41715746320907
62.47848648578737,169.0076636422035
70.69177380966977,178.89477040592664
53.55726808997389,162.19776822270825
62.28600867963472,170.77442958070299
54.01520330578971,162.03712437192883
68.01439661467153,176.8179609710763
52.06898887867419,160.86332118584968
62.38717375383146,172.45294212177052
59.354863548960864,168.57199984646647
68.5427384453777,177.5961376906921
64.38072382169786,169.83116828245832
67.62212013987352,176.6676185763627
62.615403940641535,171.84082283243566
60.98457786969972,170.6496322222904
67.79216222950862,175.61511830058043
68.09973959511291,176.25440699329175
53.51571682625722,162.70617728690735
53.2926616901175,162.82407433846487
66.45506155070665,171.21648881026795
62.29651635113434,171.0107465151392
58.70446347426483,168.62897547169163
62.7948774156344,169.89076902750503
64.04290008877624,170.31609059488474
53.29334142993301,161.95139649011142
54.24470276140747,164.80994214096447
67.17963143321145,175.78505638621903
67.32285128891974,175.835061070413
54.577056257481125,163.18742968006876
67.89054866798278,176.20200790743414
67.20385558241239,175.55999533035396
68.71053654063587,176.53463589929845
63.02658071348684,167.723607897848
59.73288740247748,168.63181672994932
66.86554277939437,175.62003194436952
60.26584458471088,169.7723065824764
63.99560319545829,169.03941480955734
51.628553622214454,161.63787710810115
61.03111675697528,171.24776338608447
51.798233420578846,161.47779743074747
68.25373169288363,176.4082602867513
52.13072949868413,162.29861917602327
68.74279720403317,176.76138936082032
63.640096218413674,169.729594265982
63.75465324434185,169.45966648231772
61.176899027890244,169.62116747065062
61.338243675044424,170.0101543728108
53.61670244840589,162.75825099383985
61.57051765901801,170.6968064072105
54.20840156092425,162.6985434076115
62.060935075294445,170.7464347611765
59.75761312392777,169.25586163139417
64.43404738636889,170.04647470400556
53.35527707639133,162.0129715942904
54.45472274859101,163.9849274782012
65.98361012689688,175.63912785082675
53.882288419258614,162.99110965309026
53.7137738475436,162.8530793860932
55.463456631928764,164.10459317990652
67.69554157618275,175.99020344783742
54.084613074099835,163.06290254922266
59.2595927555836,168.81800341615553
60.96913010882544,170.0562219988779
67.0188201582121,175.1006845628446
69.98575251520012,177.52258458562738
66.76407728166573,175.57748316851462
61.06155202409405,169.76070037141733
52.1346691021662,161.9351167068352
54.62612905513474,163.01456840047678
66.81686469156512,174.4736068500847
54.06062458997554,163.9342609760824
60.664347423043,169.78602494379007
58.624046787380884,168.62020379194237
61.85781376180202,167.86158378380978
68.35007073597576,176.20348272656187
61.13889779126746,170.01191327613196
54.64342480475315,163.34758030252894
53.99848734136172,163.00088843561488
62.5381549023263,169.332137537285
54.07585095906077,163.23958942053451
54.62194554120148,163.3439004343204
68.00440667459821,175.9949466852467
52.848063743434196,161.8898922201049
67.0932737725722,175.4011250493237
59.07709357032187,169.88022351979762
65.40651892464159,170.05374071215266
67.29406412192955,176.12303892560976
62.975043291558926,171.16518373143967
53.50985446148498,162.56685805364123
66.40019391872181,175.13078674395584
67.9672821802355,175.98727273044452
53.688597319927936,163.12301025005766
67.30893188827656,175.71382513165312
67.36510129102095,176.26787994898126
67.77255436469709,176.20942533234006
67.09105858495406,176.95459094394434
54.09931856386777,164.34902989532748
59.78992597380224,169.9191793936322
53.49238880801258,163.38734751059607
63.48084077889995,169.07413288535741
52.79000647498707,163.04546706231116
54.618098400708746,164.00992213772543
54.34913718880934,162.38650735335068
60.94261063064976,170.84800386339546
68.59159924520786,177.10027786355045
61.13702426782203,169.82152171673957
64.4000727198337,170.79447085262353
67.67362808708852,177.82529927140214
67.46850178578399,175.6516800230289
66.29926202999609,174.75237257852584
67.33806826783771,176.94094483630593
62.69965507190136,168.8654567250348
53.91885119615319,162.81003252076837
62.0329037485113,171.73481765344056
60.98438543492508,171.02032543405667
63.637729593714575,169.9017141905135
53.647779686288104,162.32054330475768
56.07878064846279,165.15279707210678
66.52404494835693,176.24951259142003
60.58832099496804,169.33232502999414
60.598916653267295,170.4689302575732
58.525604515405234,168.2756722541071
63.40716933755286,169.16102738922052
62.69655842659964,169.27905523899665
67.74310335930215,175.9429020359012
61.62249167187919,168.73099207926705
59.08541211793471,170.12641059667646
68.22783138834785,176.48681097501745
61.29758686408496,171.00166874606754
65.51411042365518,175.5632777518776
65.6070863674821,174.26729576736724
63.5205196912642,169.393087628708
64.32816532136067,170.04201997502213
70.58917620900223,178.77217381551205
60.938726840798154,170.58415270771837
53.571775767752854,162.40350274659554
64.23114557659804,170.1862889448713
68.61522147244108,177.00811694983366
53.165988803506394,162.7699698637853
67.77719511238803,176.7569790346441
63.296969040083034,169.24706217932476
62.6818092102673,171.00234828009172
51.61126053166667,160.71711897839933
62.072090640944694,171.0447434592466
52.02031483410235,161.76731314824409
51.45486290716201,160.70126807267366
53.794280194092615,163.203919358618
69.3097038725317,177.72608496073366
67.77332752718115,176.91107997272695
64.91689701507221,172.95150659789414
59.26676454517144,170.40351741662514
61.92664490648029,168.5181700476192
54.29603153288434,163.82547199021332
63.46931307098358,168.74471386416542
67.47354206484204,176.45259423719187
63.7920655847874,168.8587451592054
55.19270847435476,163.67304084590077
67.23670988354614,175.6292643127014
63.33743282387998,168.8280252111848
51.1912182160346,161.63692825945424
62.849882652186494,168.47211097758284
64.2341702876877,169.90226403341362
52.46291016198593,161.53839767237497
60.88269412430764,171.61330994914533
62.488547202805066,168.3248437580801
60.50801147516096,169.7409782266097
55.703365253124495,164.02613029104768
54.63386799074458,162.9604334801207
60.12186692900371,169.39478359249725
61.333536512367864,167.60404801016963
63.67714155530662,169.40584433774222
59.01872036126891,168.98346965102706
63.43110153883184,170.54824402114872
65.35138573154896,170.4988124969227
58.42839557639563,168.16773308689562
62.806898681760245,169.1608936759915
66.22830496826322,172.1232368463042
61.917731189562566,168.3754899049369
67.47496400497673,175.39657979387277
66.58591650121163,173.75291464107113
65.95668082708629,175.36718600772505
59.59360454213123,168.58661216243033
69.37718464044066,177.40176820014594
65.34201140664547,171.1076297841904
53.21225375486042,162.06594006255187
54.30135936891195,164.0968882409609
53.485309851745654,162.41149262598861
62.00825988303365,171.267345490946
66.92206599011499,176.32479308464866
63.79357111470963,168.93757705340602
54.275514634884274,162.7183794004833
63.07615876746512,169.3157257192144
66.17340795618458,175.01438086847511
53.98214571759978,164.16431579962023
59.75346717543624,170.56799728668983
54.89307470185444,163.7198920879497
61.876363611307305,168.03241746110103
64.08904126863608,169.72278389592148
62.58956276952247,169.06360361832088
61.676240612311446,167.64354421378025
64.1261885094471,168.92715567710704
58.43126173504504,167.94611810717967
62.37823547490299,170.78605291686046
59.372420561256035,169.9042388729829
64.60416074624099,169.7284134055223
52.737869243309234,162.5645060596153
66.74415461435022,175.67944929833712
64.79483342621694,174.01800224900546
63.662982926343396,170.04919601918849
62.08890629977819,168.7153704878144
69.10516709753571,176.57740651691648
53.30571484241116,162.0513867911394
55.384727313205204,163.49657859886548
60.11479889944304,168.7569126466942
68.31331706827092,176.44073274138762
61.09049613999431,170.45740023415527
62.53286576147833,172.79475505303486
61.56022328693819,170.44974815728412
63.84377454311718,168.55943359258197
67.8972283334738,175.18919979970406
52.04843235769097,161.09579720921968
59.66599304894791,169.7338131870518
54.59528523287193,163.2698029329385
53.60265818160972,162.6924886314999
63.37828615469867,169.26878679505515
54.019966042946194,164.03309486036494
62.834511143568875,168.47740050576277
61.0502966920106,170.25953231134574
58.3749940160668,167.71398454893117
67.52585272884063,175.5777834445896
52.48370750063951,162.15841603238283
67.41546260469029,176.4827103364477
65.09732430683225,174.53918281772636
61.479370206751206,170.58625709466963
61.09291895224304,169.95760626058248
53.10326919896294,163.31667324128577
69.06938296880037,176.87132234951994
61.20805314943085,169.5767495565378
53.324431198179525,162.51102052399335
67.73089441345914,176.55507012718186
61.63593169489397,168.6944146999581
67.09357794087774,176.3257622099909
52.36732805096695,161.65281720457966
62.33914475735136,168.69635664458298
62.64753646850244,168.7759768800641
59.93594367751227,169.9737326203338
67.66410167646391,176.58539869753562
66.92767867202525,174.54472386846916
59.41930795654037,168.52063362795803
67.25087400961849,175.85427257825935
62.16665035924157,168.9397933934778
67.50067102228019,176.27748700049392
60.39660738671346,167.28476433692805
63.00187062102266,169.94092059665408
66.8104463530753,176.12271401655627
60.004403361083675,170.27380210920634
61.15835513769216,169.71168846360555
61.634369979671675,170.2986298936746
67.96672169182627,175.64154818457456
51.218956998835665,160.18216445040093
53.4834262497638,162.9638904674604
67.95956341398212,175.1268441288147
51.04849711920495,161.13964854201504
52.5444929891661,161.1575231637454
53.20888266435759,163.0541452941671
60.247042468737305,169.84755265713372
66.64006841269237,174.45422285879908
69.077511866495,176.6940330436927
53.61983927845996,161.76209532331183
62.21454704832463,171.8720182265298
50.90010701991592,160.85854342853938
66.89438629033646,174.56439056377937
67.86072872277781,175.8964238480258
63.32045968061104,170.02235606438774
54.98613263198914,163.41903298107314
54.61787308668489,163.22779976587677
58.86670115067649,168.33109519704922
53.4633878534435,163.47189505087337
62.45953375437558,170.72887810103512
66.73492300645425,176.56356091746343
62.01459378149724,171.2597974040408
53.986287142520574,162.3215756622109
64.26407457860564,169.832357989671
53.263786646787466,162.44314001687087
60.70181549177042,167.66871938284544
62.68378913092255,168.65593483433807
60.276410736009375,169.88572874231346
60.19396512443531,169.39730944605824
60.344191340216575,170.11190775196545
65.01053039053593,171.3840705068676
62.346799233235984,168.26134052235045
51.96942769779457,161.7618806251773
68.49549903912235,176.91921916518874
60.83967009587943,170.36376170846728
64.13953206212187,168.77378618172355
52.61859693287273,162.3967727286515
67.06546465525548,176.2040223102472
60.60920184432733,170.49592706744576
61.19355527831159,170.12952281779485
68.31366965457642,176.0292159860678
68.37307951321782,176.54904469960422
63.91372914667598,169.5351918331426
67.60237509905072,176.41826587406607
64.10504753322712,169.63620135702547
62.04066801810401,167.01825064051462
59.50773779334605,168.46060452269128
62.60736073032767,167.92620739141793
53.819298656083504,163.13075834845853
66.1536587511489,175.6109652789131
66.6887859622292,175.16831823665262
63.20959634688614,172.79920990129892
65.93930764671464,172.79128267836566
58.337461294988245,167.3589452790697
67.88567578767264,175.7563233011827
67.47850231858976,176.53194926957858
66.1041898095846,174.96370934151827
67.18057325460546,174.52400677377895
58.57639170376784,169.4962764411609
66.98557392138088,175.42903918204811
60.38893319072513,170.4309254528781
67.13903470076102,176.06949147286875
59.88470167135623,169.11983663443732
60.20871922310383,169.19067955544364
53.66974121033562,161.76326222869568
64.59402463408792,173.66247083517914
60.32698143594704,169.03017416948558
54.95854011521122,164.16394529399074
55.784183738282316,164.64149046798676
61.982776363840514,168.74332513370712
59.94226846933153,169.81487572451647
66.27936701429428,175.64719833536455
68.3197988979366,177.46534692293525
63.628923670212025,169.6792852661923
63.27195154477492,169.9308600468552
67.11323909412727,174.57355726037446
61.58111415652987,168.72707391969453
53.878650965153554,163.20190848313584
60.59936267285751,169.46155302298789
60.55147598528752,169.03734408342746
60.95494339348764,169.90563431128905
53.07347272215209,161.800754792531
60.387754327643904,170.4366627724355
61.94025949082033,167.8277267351785
59.65626520637524,168.59410582758653
53.372145007782464,162.91670179833523
52.43346761146512,161.16722796592015
61.724565670865736,171.01426549496665
55.72952021154672,164.30093435913298
53.88646126175401,163.53014682219953
61.83381933621167,167.96597598872086
53.295676639208395,162.25861233175917
54.83743149447945,162.04384400542247
62.75594323296151,169.20339444058766
61.23777598021263,168.01864959323362
64.44722284127198,169.46586198018602
63.63704229707682,169.97740799933132
53.69098290228386,162.5125044638084
51.931918525064575,161.7899050517042
54.301906566969656,163.71840526289728
52.762336514628544,161.9067786174729
68.93992259807064,176.24498313492595
55.2313441421474,164.29165506124033
68.23162723551667,175.86837589077268
61.18875688570111,170.54921167054064
66.87638017024857,176.5291830200187
53.16425833273718,162.62099106663388
61.41083368651823,170.91895662259594
68.5107690198648,175.37205851556388
60.03762100776848,169.14616274214222
68.77251194272611,176.70403567900414
60.27049450631497,170.20010061182452
61.1595109875811,168.02508017524522
62.7252158647068,167.8415027545147
52.62043039703221,162.08747427627378
59.80644186610843,167.883526608499
53.828520660948726,163.13320655154573
64.71615408066268,170.34111577896365
63.27181362596458,171.52685969361232
66.42567331862789,174.38555974627548
55.25747049239253,164.12330285964123
63.37068427875117,170.24215002929233
61.531694514817396,170.93190591255646
68.8203487718536,176.55790856233455
54.427483316681474,164.0083505792649
63.54388296223369,170.12819872874766
63.67818987369738,169.14887931464907
61.47124920884201,170.14635908202138
65.46363691052889,174.1701023120785
61.62398264357634,171.28217978750095
67.20805367475546,175.7805227517158
64.7111642780437,170.72631005880538
68.86951817475848,177.47661456940682
62.52978916624546,171.68159718900282
69.1818215433006,176.23348727315016
54.908718228054845,164.11578181928252
61.22278644186842,168.17107565385294
70.7004560092701,178.5659553979704
53.64156383691933,163.22810534371345
68.01287431657963,176.00483065334313
61.09873016091112,169.98522991004603
65.17734527306155,172.0144661145678
62.6506620180444,171.29061707674543
63.178255248644625,169.25290920130487
67.30844404031943,175.66791218021754
54.5818787608972,163.61936060222362
59.58019936518173,169.42282742104527
60.84648597841004,169.76851864902014
63.090109974718246,169.50335646192002
67.74120608782448,175.5003690067252
65.96768802489449,174.30655976961762
60.07987123937655,168.64648196867557
60.63560901030722,169.63082361029387
64.60322546859946,170.43359487336582
61.5170989892001,171.20138921878524
61.59487707626513,167.43389397414646
53.93604303842503,162.9584161826835
67.50974602434093,176.17099059870515
62.58812750840593,167.4881157474044
66.24192891302042,175.07743411998334
54.83016895342032,164.44600950975789
61.62648520251562,167.76499986713375
65.17413250023088,169.78346829677017
62.56454423922007,168.8557933704265
54.08443765224863,162.462261858734
64.60678733078936,169.23171935609096
59.7367826080913,170.87361676069273
53.0436588705068,161.95853917626977
65.27157378022888,170.89815832125186
62.91019878328159,168.6476566417944
65.90628614219581,171.40666052845174
63.6991661607238,169.31704717060873
66.71668643853911,171.56539830333062
60.20778242108064,169.72408965095877
51.62941503411669,160.93887683055377
67.39211262765097,176.4574903171065
64.12844099388028,168.9776434240613
67.5617053395231,176.0473088379769
59.90378948295597,169.7444366003171
67.02070621962525,174.29069626304258
62.21934418592953,168.59552949186656
53.428539703400226,162.85746793469542
60.40445993224812,170.61308302580403
52.67740821157478,162.27901501724236
63.9825361174575,170.58766583590878
52.51487819310907,161.7554474500203
59.511561931000955,169.9553076172253
55.253453561767515,165.37564557149568
60.869896640930655,169.2190612516672
62.66670930411217,169.06215810846732
65.11366266674743,170.5975524433332
53.5784954558428,162.43061259885832
63.27932974814428,168.93620523326513
62.20775652890408,169.06160355917024
61.392859362114834,167.86713967201564
54.06916342443905,162.99887467504675
66.37324781914376,176.30981648073688
63.17097365970537,170.03657142558882
62.28468416910785,168.6739928438388
55.22303858532965,163.40549833609165
62.311154164524986,170.59345720583894
61.84889364778638,168.26019426232386
62.2003624155399,167.8892679680778
59.976982726561914,169.67974055473448
66.4238144331777,174.62557354031907
53.604697818890585,161.9192081601418
50.43364367163626,160.7948748738932
60.224392009970245,169.6897087363867
